Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
PSO,Fun1,4162.30234,333655.8117,331803.133,331803.133,326870.3872,319118.3306,307452.9848,300666.8393,300666.8393,292058.1639,290486.9109,290486.9109,289991.1081,287847.0297,285755.9091,285755.9091,281716.159,281716.159,281716.159,281716.159,281248.4936,280137.4823,280137.4823,278828.6771,278828.6771,277814.1342,277814.1342,277640.8375,276932.604,275116.0625,275116.0625,275116.0625,275116.0625,275116.0625,275116.0625,273957.4715,273957.4715,273588.7163,273588.7163,273588.7163,273588.7163,273588.7163,273588.7163,273588.7163,273588.7163,273481.3794,273295.8177,273295.8177,273295.8177,273181.6152,273083.8946
GA,Fun1,3708.805681,369257.8704,369257.8704,365837.7123,363745.1076,363745.1076,359046.2006,359046.2006,359046.2006,359046.2006,359046.2006,359046.2006,354598.5919,354598.5919,352104.3479,352104.3479,352104.3479,348610.9045,348610.9045,348610.9045,346478.3111,339612.9452,338053.3403,338053.3403,338053.3403,337635.6664,337635.6664,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,334691.493,329090.9818,329090.9818,325871.0651,325871.0651,325871.0651
BAT,Fun1,3392.986145,360930.1079,360742.3732,359405.3538,359397.3631,359314.7977,358814.141,358616.9144,358616.9144,358526.3582,358526.3582,357574.1469,357574.1469,356828.6127,355521.3523,355521.3523,355521.3523,355521.3523,355510.1971,355368.3217,355368.3217,354157.5598,354015.6844,354015.6844,354015.6844,352395.8593,352395.8593,351056.0858,351056.0858,351056.0858,351056.0858,351056.0858,351056.0858,351056.0858,351056.0858,351056.0858,351056.0858,351056.0858,350768.0155,350768.0155,350768.0155,349691.9213,349691.9213,349691.9213,349691.9213,349691.9213,349691.9213,349691.9213,349691.9213,349400.9763,349400.9763
FFA,Fun1,3195.687754,364583.3939,357252.6862,342092.4653,339552.5639,328020.0776,325509.3745,325509.3745,319157.8746,317204.2202,317142.3148,317142.3148,317142.3148,316892.2793,316892.2793,316892.2793,316892.2793,316892.2793,316892.2793,313214.5399,313214.5399,311142.4746,309919.3887,309919.3887,309646.4932,309646.4932,309646.4932,308404.4067,308404.4067,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481,308140.3481
GWO,Fun1,3089.25801,361073.1044,323566.14,298984.7889,279473.8726,259783.3484,243255.3278,224010.3714,209329.3787,193737.1952,193023.1439,177434.865,177434.865,162558.1958,158760.6105,143171.4905,134436.8634,128050.8912,113508.4664,113508.4664,112363.2137,104091.499,97148.99232,87774.48499,85027.38341,82953.47546,79865.89286,77242.24456,77242.24456,70761.54002,70761.54002,70761.54002,68019.51684,68019.51684,67355.73101,67312.99888,67059.80269,66588.92343,59045.80117,59045.80117,59045.80117,57431.05378,51222.73934,51222.73934,50815.3331,50815.3331,50361.24968,48621.25554,48329.03458,48329.03458,47504.1557
CS,Fun1,6747.177884,355363.9575,354781.5576,348998.9457,341446.5232,341446.5232,339174.6026,331898.017,331898.017,331898.017,331898.017,331898.017,326714.1821,326714.1821,326714.1821,326714.1821,326714.1821,326714.1821,326714.1821,326714.1821,326714.1821,326714.1821,326714.1821,326714.1821,320248.3523,320248.3523,320248.3523,320248.3523,320248.3523,320248.3523,320248.3523,320248.3523,320248.3523,319735.1684,319735.1684,319735.1684,312342.7279,312342.7279,312342.7279,312342.7279,312342.7279,312342.7279,312342.7279,312342.7279,312342.7279,312342.7279,312342.7279,312342.7279,312215.6473,312215.6473,312215.6473
DE,Fun1,3429.300578,357097.4176,357097.4176,347425.5213,344626.2539,344626.2539,319870.2338,319870.2338,319870.2338,319870.2338,318379.6559,314913.2748,314913.2748,295037.807,295037.807,295037.807,295037.807,295037.807,295037.807,295037.807,295037.807,295037.807,291619.8891,291619.8891,291619.8891,291619.8891,291619.8891,287703.2868,287703.2868,284281.8484,284281.8484,284281.8484,275266.6101,275266.6101,275266.6101,272837.2505,272837.2505,272837.2505,266645.8227,263902.1383,256554.7869,256554.7869,256554.7869,254762.4098,254762.4098,254762.4098,254762.4098,254762.4098,254762.4098,251263.267,248738.8338
